product_id,product_name,category,price,brand,model,ram,storage,battery,description
473,Headphone 473,headphone,156181.2,Bose,Noise Cancelling Headphones 700,HD,True,True,"Bose Noise Cancelling Headphones 700 with HD RAM, True storage, and a True battery."
474,Headphone 474,headphone,121030.0,Sony,WH-CH510,HD,True,True,"Sony WH-CH510 with HD RAM, True storage, and a True battery."
475,Headphone 475,headphone,256057.2,Plantronics,BackBeat Pro 2,Stereo,True,True,"Plantronics BackBeat Pro 2 with Stereo RAM, True storage, and a True battery."
476,Headphone 476,headphone,65374.4,JBL,Quantum 800,Stereo,True,True,"JBL Quantum 800 with Stereo RAM, True storage, and a True battery."
477,Headphone 477,headphone,153580.0,Bose,SoundLink II,Stereo,True,True,"Bose SoundLink II with Stereo RAM, True storage, and a True battery."
478,Headphone 478,headphone,411502.0,Bang & Olufsen,Beoplay H95,Stereo,False,True,"Bang & Olufsen Beoplay H95 with Stereo RAM, False storage, and a True battery."
479,Headphone 479,headphone,374724.0,Sony,WH-1000XM5,HD,True,True,"Sony WH-1000XM5 with HD RAM, True storage, and a True battery."
480,Headphone 480,headphone,28523.6,Bose,Sport Earbuds,HD,True,True,"Bose Sport Earbuds with HD RAM, True storage, and a True battery."
481,Headphone 481,headphone,417793.6,Sennheiser,HD 800S,HD,True,True,"Sennheiser HD 800S with HD RAM, True storage, and a True battery."
482,Headphone 482,headphone,242774.0,JBL,Club Pro+ TWS,Stereo,True,True,"JBL Club Pro+ TWS with Stereo RAM, True storage, and a True battery."
483,Headphone 483,headphone,236230.4,Apple,AirPods Max,Stereo,True,True,"Apple AirPods Max with Stereo RAM, True storage, and a True battery."
484,Headphone 484,headphone,91187.6,Sennheiser,HD 598 SR,Stereo,True,True,"Sennheiser HD 598 SR with Stereo RAM, True storage, and a True battery."
485,Headphone 485,headphone,412498.8,Sony,WF-1000XM4,HD,True,True,"Sony WF-1000XM4 with HD RAM, True storage, and a True battery."
486,Headphone 486,headphone,340454.8,Bose,Noise Cancelling Headphones 700,HD,True,True,"Bose Noise Cancelling Headphones 700 with HD RAM, True storage, and a True battery."
487,Headphone 487,headphone,41017.2,JBL,Reflect Mini 2,Stereo,False,True,"JBL Reflect Mini 2 with Stereo RAM, False storage, and a True battery."
488,Headphone 488,headphone,268335.2,Audio-Technica,ATH-M40x,Stereo,True,True,"Audio-Technica ATH-M40x with Stereo RAM, True storage, and a True battery."
489,Headphone 489,headphone,320462.8,Bang & Olufsen,Beoplay H9,HD,True,True,"Bang & Olufsen Beoplay H9 with HD RAM, True storage, and a True battery."
490,Headphone 490,headphone,335608.0,Sony,WH-CH700N,Stereo,False,True,"Sony WH-CH700N with Stereo RAM, False storage, and a True battery."
491,Headphone 491,headphone,134814.4,Sennheiser,HD 560S,HD,True,True,"Sennheiser HD 560S with HD RAM, True storage, and a True battery."
492,Headphone 492,headphone,129805.6,JBL,Live 300TWS,Stereo,False,True,"JBL Live 300TWS with Stereo RAM, False storage, and a True battery."
493,Headphone 493,headphone,78140.4,Beats,Fit Pro,Stereo,True,True,"Beats Fit Pro with Stereo RAM, True storage, and a True battery."
494,Headphone 494,headphone,127695.6,Audio-Technica,ATH-L500,HD,True,True,"Audio-Technica ATH-L500 with HD RAM, True storage, and a True battery."
495,Headphone 495,headphone,238429.2,AKG,Y500,Stereo,False,True,"AKG Y500 with Stereo RAM, False storage, and a True battery."
496,Headphone 496,headphone,133288.0,Sony,WH-1000XM4,HD,True,True,"Sony WH-1000XM4 with HD RAM, True storage, and a True battery."
497,Headphone 497,headphone,306867.2,Sennheiser,IE 300,HD,True,True,"Sennheiser IE 300 with HD RAM, True storage, and a True battery."
498,Headphone 498,headphone,114491.2,JBL,Live Pro+ TWS,Stereo,True,True,"JBL Live Pro+ TWS with Stereo RAM, True storage, and a True battery."
499,Headphone 499,headphone,105250.0,Philips,TAPH802,HD,True,True,"Philips TAPH802 with HD RAM, True storage, and a True battery."
500,Headphone 500,headphone,163970.4,Beats,Studio Buds,HD,True,True,"Beats Studio Buds with HD RAM, True storage, and a True battery."
