product_id,product_name,category,price,brand,model,ram,storage,battery,description
45,Huawei P60 Pro,mobile,120000,Huawei,H60P,8GB,128GB,4800mAh,"Huawei P60 Pro with 8GB RAM, 128GB storage, and a 4800mAh battery."
46,Huawei P60,mobile,100000,Huawei,H60,6GB,128GB,4500mAh,"Huawei P60 with 6GB RAM, 128GB storage, and a 4500mAh battery."
47,Huawei P50 Pro,mobile,80000,Huawei,H50P,8GB,256GB,4000mAh,"Huawei P50 Pro with 8GB RAM, 256GB storage, and a 4000mAh battery."
48,Huawei P50,mobile,60000,Huawei,H50,6GB,128GB,4000mAh,"Huawei P50 with 6GB RAM, 128GB storage, and a 4000mAh battery."
49,Huawei Mate 50 Pro,mobile,130000,Huawei,M50P,8GB,256GB,4700mAh,"Huawei Mate 50 Pro with 8GB RAM, 256GB storage, and a 4700mAh battery."
50,Huawei Mate 50,mobile,110000,Huawei,M50,6GB,128GB,4500mAh,"Huawei Mate 50 with 6GB RAM, 128GB storage, and a 4500mAh battery."
51,Huawei Nova 10 Pro,mobile,80000,Huawei,N10P,8GB,128GB,4500mAh,"Huawei Nova 10 Pro with 8GB RAM, 128GB storage, and a 4500mAh battery."
52,Huawei Nova 10,mobile,60000,Huawei,N10,6GB,128GB,4000mAh,"Huawei Nova 10 with 6GB RAM, 128GB storage, and a 4000mAh battery."
53,Huawei Nova 9 Pro,mobile,70000,Huawei,N9P,8GB,256GB,4300mAh,"Huawei Nova 9 Pro with 8GB RAM, 256GB storage, and a 4300mAh battery."
54,Huawei Nova 9,mobile,50000,Huawei,N9,6GB,128GB,4000mAh,"Huawei Nova 9 with 6GB RAM, 128GB storage, and a 4000mAh battery."
55,Huawei Y90,mobile,30000,Huawei,Y90,4GB,128GB,5000mAh,"Huawei Y90 with 4GB RAM, 128GB storage, and a 5000mAh battery."
56,Huawei Y70,mobile,25000,Huawei,Y70,4GB,64GB,5000mAh,"Huawei Y70 with 4GB RAM, 64GB storage, and a 5000mAh battery."
57,Huawei Enjoy 50 Plus,mobile,22000,Huawei,E50P,4GB,64GB,5000mAh,"Huawei Enjoy 50 Plus with 4GB RAM, 64GB storage, and a 5000mAh battery."
58,Huawei Enjoy 50,mobile,20000,Huawei,E50,4GB,64GB,5000mAh,"Huawei Enjoy 50 with 4GB RAM, 64GB storage, and a 5000mAh battery."
59,Huawei Nova 3i,mobile,35000,Huawei,N3I,4GB,128GB,3300mAh,"Huawei Nova 3i with 4GB RAM, 128GB storage, and a 3300mAh battery."
60,Huawei P30 Pro,mobile,60000,Huawei,P30P,8GB,256GB,4200mAh,"Huawei P30 Pro with 8GB RAM, 256GB storage, and a 4200mAh battery."
61,Huawei P30,mobile,50000,Huawei,P30,6GB,128GB,3700mAh,"Huawei P30 with 6GB RAM, 128GB storage, and a 3700mAh battery."
62,Huawei Mate 20 Pro,mobile,70000,Huawei,M20P,6GB,128GB,4200mAh,"Huawei Mate 20 Pro with 6GB RAM, 128GB storage, and a 4200mAh battery."
63,Huawei Mate 20,mobile,60000,Huawei,M20,4GB,64GB,4000mAh,"Huawei Mate 20 with 4GB RAM, 64GB storage, and a 4000mAh battery."
64,Huawei P20 Pro,mobile,50000,Huawei,P20P,6GB,128GB,4000mAh,"Huawei P20 Pro with 6GB RAM, 128GB storage, and a 4000mAh battery."
65,Huawei P20,mobile,40000,Huawei,P20,4GB,64GB,3400mAh,"Huawei P20 with 4GB RAM, 64GB storage, and a 3400mAh battery."
66,OnePlus 9,mobile,143570.0,Samsung,Model W31,6GB,128GB,4500mAh,"Samsung OnePlus 9 with 6GB RAM, 128GB storage, and a 4500mAh battery."
67,Galaxy S21,mobile,362373.2,Realme,Model O58,6GB,128GB,4500mAh,"Realme Galaxy S21 with 6GB RAM, 128GB storage, and a 4500mAh battery."
68,OnePlus 9,mobile,248225.6,Samsung,Model X53,6GB,128GB,4500mAh,"Samsung OnePlus 9 with 6GB RAM, 128GB storage, and a 4500mAh battery."
69,OnePlus 9,mobile,58702.0,Samsung,Model P44,6GB,128GB,4500mAh,"Samsung OnePlus 9 with 6GB RAM, 128GB storage, and a 4500mAh battery."
70,Realme 8,mobile,266798.0,Apple,Model W43,6GB,128GB,4500mAh,"Apple Realme 8 with 6GB RAM, 128GB storage, and a 4500mAh battery."
71,Redmi Note 10,mobile,96420.8,Samsung,Model H40,8GB,256GB,5000mAh,"Samsung Redmi Note 10 with 8GB RAM, 256GB storage, and a 5000mAh battery."
72,iPhone 13,mobile,267092.0,Realme,Model T36,4GB,64GB,4000mAh,"Realme iPhone 13 with 4GB RAM, 64GB storage, and a 4000mAh battery."
73,Realme 8,mobile,37632.0,Xiaomi,Model H86,6GB,128GB,4500mAh,"Xiaomi Realme 8 with 6GB RAM, 128GB storage, and a 4500mAh battery."
74,iPhone 13,mobile,376751.2,Xiaomi,Model I8,8GB,256GB,5000mAh,"Xiaomi iPhone 13 with 8GB RAM, 256GB storage, and a 5000mAh battery."
75,Realme 8,mobile,314154.4,OnePlus,Model U29,6GB,128GB,4500mAh,"OnePlus Realme 8 with 6GB RAM, 128GB storage, and a 4500mAh battery."
76,Galaxy S21,mobile,274722.0,Xiaomi,Model N55,8GB,256GB,5000mAh,"Xiaomi Galaxy S21 with 8GB RAM, 256GB storage, and a 5000mAh battery."
77,Redmi Note 10,mobile,91117.6,Samsung,Model F4,6GB,128GB,4500mAh,"Samsung Redmi Note 10 with 6GB RAM, 128GB storage, and a 4500mAh battery."
78,Redmi Note 10,mobile,300650.0,Samsung,Model S74,6GB,128GB,4500mAh,"Samsung Redmi Note 10 with 6GB RAM, 128GB storage, and a 4500mAh battery."
79,iPhone 13,mobile,156391.2,Realme,Model S93,4GB,64GB,4000mAh,"Realme iPhone 13 with 4GB RAM, 64GB storage, and a 4000mAh battery."
80,OnePlus 9,mobile,22313.2,Xiaomi,Model C45,8GB,256GB,5000mAh,"Xiaomi OnePlus 9 with 8GB RAM, 256GB storage, and a 5000mAh battery."
81,Realme 8,mobile,241217.2,Realme,Model W74,6GB,128GB,4500mAh,"Realme Realme 8 with 6GB RAM, 128GB storage, and a 4500mAh battery."
82,iPhone 13,mobile,16506.0,Realme,Model V18,8GB,256GB,5000mAh,"Realme iPhone 13 with 8GB RAM, 256GB storage, and a 5000mAh battery."
83,iPhone 13,mobile,67519.2,Apple,Model Z33,6GB,128GB,4500mAh,"Apple iPhone 13 with 6GB RAM, 128GB storage, and a 4500mAh battery."
84,iPhone 13,mobile,49341.6,Realme,Model A70,8GB,256GB,5000mAh,"Realme iPhone 13 with 8GB RAM, 256GB storage, and a 5000mAh battery."
85,iPhone 13,mobile,42344.4,Realme,Model N12,4GB,64GB,4000mAh,"Realme iPhone 13 with 4GB RAM, 64GB storage, and a 4000mAh battery."
86,Galaxy S21,mobile,284852.4,Apple,Model M91,6GB,128GB,4500mAh,"Apple Galaxy S21 with 6GB RAM, 128GB storage, and a 4500mAh battery."
87,Galaxy S21,mobile,104476.4,OnePlus,Model I70,4GB,64GB,4000mAh,"OnePlus Galaxy S21 with 4GB RAM, 64GB storage, and a 4000mAh battery."
88,Realme 8,mobile,151194.4,OnePlus,Model H61,8GB,256GB,5000mAh,"OnePlus Realme 8 with 8GB RAM, 256GB storage, and a 5000mAh battery."
89,Realme 8,mobile,134755.6,Apple,Model Y63,8GB,256GB,5000mAh,"Apple Realme 8 with 8GB RAM, 256GB storage, and a 5000mAh battery."
90,Galaxy S21,mobile,283290.0,Realme,Model N14,6GB,128GB,4500mAh,"Realme Galaxy S21 with 6GB RAM, 128GB storage, and a 4500mAh battery."
91,Galaxy S21,mobile,409536.4,Samsung,Model K28,4GB,64GB,4000mAh,"Samsung Galaxy S21 with 4GB RAM, 64GB storage, and a 4000mAh battery."
92,Realme 8,mobile,116138.4,OnePlus,Model L97,6GB,128GB,4500mAh,"OnePlus Realme 8 with 6GB RAM, 128GB storage, and a 4500mAh battery."
93,Galaxy S21,mobile,138899.6,Apple,Model L96,6GB,128GB,4500mAh,"Apple Galaxy S21 with 6GB RAM, 128GB storage, and a 4500mAh battery."
94,iPhone 13,mobile,217238.0,Apple,Model T50,8GB,256GB,5000mAh,"Apple iPhone 13 with 8GB RAM, 256GB storage, and a 5000mAh battery."
95,Redmi Note 10,mobile,411098.8,Samsung,Model T56,4GB,64GB,4000mAh,"Samsung Redmi Note 10 with 4GB RAM, 64GB storage, and a 4000mAh battery."
96,Redmi Note 10,mobile,116550.0,OnePlus,Model K74,6GB,128GB,4500mAh,"OnePlus Redmi Note 10 with 6GB RAM, 128GB storage, and a 4500mAh battery."
97,Redmi Note 10,mobile,201476.8,Realme,Model V83,8GB,256GB,5000mAh,"Realme Redmi Note 10 with 8GB RAM, 256GB storage, and a 5000mAh battery."
98,iPhone 13,mobile,210596.4,OnePlus,Model T12,6GB,128GB,4500mAh,"OnePlus iPhone 13 with 6GB RAM, 128GB storage, and a 4500mAh battery."
99,OnePlus 9,mobile,297830.4,OnePlus,Model T17,6GB,128GB,4500mAh,"OnePlus OnePlus 9 with 6GB RAM, 128GB storage, and a 4500mAh battery."
100,OnePlus 9,mobile,411182.8,OnePlus,Model Y15,8GB,256GB,5000mAh,"OnePlus OnePlus 9 with 8GB RAM, 256GB storage, and a 5000mAh battery."
101,Redmi Note 10,mobile,238711.2,Apple,Model O24,6GB,128GB,4500mAh,"Apple Redmi Note 10 with 6GB RAM, 128GB storage, and a 4500mAh battery."
102,OnePlus 9,mobile,227992.8,Xiaomi,Model Z42,4GB,64GB,4000mAh,"Xiaomi OnePlus 9 with 4GB RAM, 64GB storage, and a 4000mAh battery."
103,Galaxy S21,mobile,418849.2,Xiaomi,Model Y59,8GB,256GB,5000mAh,"Xiaomi Galaxy S21 with 8GB RAM, 256GB storage, and a 5000mAh battery."
104,iPhone 13,mobile,25592.0,Realme,Model T99,6GB,128GB,4500mAh,"Realme iPhone 13 with 6GB RAM, 128GB storage, and a 4500mAh battery."
105,Redmi Note 10,mobile,392602.0,Samsung,Model K32,8GB,256GB,5000mAh,"Samsung Redmi Note 10 with 8GB RAM, 256GB storage, and a 5000mAh battery."
106,iPhone 13,mobile,406991.2,Samsung,Model Y65,6GB,128GB,4500mAh,"Samsung iPhone 13 with 6GB RAM, 128GB storage, and a 4500mAh battery."
107,Redmi Note 10,mobile,312146.8,Xiaomi,Model I10,6GB,128GB,4500mAh,"Xiaomi Redmi Note 10 with 6GB RAM, 128GB storage, and a 4500mAh battery."
108,Galaxy S21,mobile,62994.4,Samsung,Model M90,8GB,256GB,5000mAh,"Samsung Galaxy S21 with 8GB RAM, 256GB storage, and a 5000mAh battery."
109,Realme 8,mobile,352032.8,Xiaomi,Model X58,6GB,128GB,4500mAh,"Xiaomi Realme 8 with 6GB RAM, 128GB storage, and a 4500mAh battery."
110,Redmi Note 10,mobile,216112.4,Apple,Model E60,8GB,256GB,5000mAh,"Apple Redmi Note 10 with 8GB RAM, 256GB storage, and a 5000mAh battery."
111,iPhone 13,mobile,307003.2,Apple,Model U42,4GB,64GB,4000mAh,"Apple iPhone 13 with 4GB RAM, 64GB storage, and a 4000mAh battery."
112,Redmi Note 10,mobile,193015.2,Apple,Model L75,4GB,64GB,4000mAh,"Apple Redmi Note 10 with 4GB RAM, 64GB storage, and a 4000mAh battery."
113,Galaxy S21,mobile,334880.0,Xiaomi,Model R7,8GB,256GB,5000mAh,"Xiaomi Galaxy S21 with 8GB RAM, 256GB storage, and a 5000mAh battery."
114,iPhone 13,mobile,381110.8,Apple,Model K26,4GB,64GB,4000mAh,"Apple iPhone 13 with 4GB RAM, 64GB storage, and a 4000mAh battery."
115,iPhone 13,mobile,245739.2,Realme,Model M40,4GB,64GB,4000mAh,"Realme iPhone 13 with 4GB RAM, 64GB storage, and a 4000mAh battery."
116,OnePlus 9,mobile,365990.8,Xiaomi,Model V84,6GB,128GB,4500mAh,"Xiaomi OnePlus 9 with 6GB RAM, 128GB storage, and a 4500mAh battery."
117,Redmi Note 10,mobile,82513.2,Apple,Model M63,8GB,256GB,5000mAh,"Apple Redmi Note 10 with 8GB RAM, 256GB storage, and a 5000mAh battery."
118,Realme 8,mobile,189540.4,Samsung,Model D50,6GB,128GB,4500mAh,"Samsung Realme 8 with 6GB RAM, 128GB storage, and a 4500mAh battery."
119,Galaxy S21,mobile,292555.2,Samsung,Model G27,8GB,256GB,5000mAh,"Samsung Galaxy S21 with 8GB RAM, 256GB storage, and a 5000mAh battery."
120,OnePlus 9,mobile,47966.8,Xiaomi,Model H4,8GB,256GB,5000mAh,"Xiaomi OnePlus 9 with 8GB RAM, 256GB storage, and a 5000mAh battery."
121,Galaxy S21,mobile,79716.0,Realme,Model W13,4GB,64GB,4000mAh,"Realme Galaxy S21 with 4GB RAM, 64GB storage, and a 4000mAh battery."
122,OnePlus 9,mobile,256779.6,Realme,Model L55,8GB,256GB,5000mAh,"Realme OnePlus 9 with 8GB RAM, 256GB storage, and a 5000mAh battery."
123,OnePlus 9,mobile,41249.6,Realme,Model K11,6GB,128GB,4500mAh,"Realme OnePlus 9 with 6GB RAM, 128GB storage, and a 4500mAh battery."
124,Realme 8,mobile,105072.8,OnePlus,Model R75,6GB,128GB,4500mAh,"OnePlus Realme 8 with 6GB RAM, 128GB storage, and a 4500mAh battery."
125,iPhone 13,mobile,334370.4,Realme,Model C99,4GB,64GB,4000mAh,"Realme iPhone 13 with 4GB RAM, 64GB storage, and a 4000mAh battery."
126,Realme 8,mobile,78657.6,Samsung,Model C59,8GB,256GB,5000mAh,"Samsung Realme 8 with 8GB RAM, 256GB storage, and a 5000mAh battery."
127,OnePlus 9,mobile,187560.8,Apple,Model K79,6GB,128GB,4500mAh,"Apple OnePlus 9 with 6GB RAM, 128GB storage, and a 4500mAh battery."
128,Redmi Note 10,mobile,366685.2,Xiaomi,Model F78,6GB,128GB,4500mAh,"Xiaomi Redmi Note 10 with 6GB RAM, 128GB storage, and a 4500mAh battery."
129,Galaxy S21,mobile,229779.2,Samsung,Model K37,4GB,64GB,4000mAh,"Samsung Galaxy S21 with 4GB RAM, 64GB storage, and a 4000mAh battery."
130,Redmi Note 10,mobile,70725.2,Samsung,Model P24,4GB,64GB,4000mAh,"Samsung Redmi Note 10 with 4GB RAM, 64GB storage, and a 4000mAh battery."
131,OnePlus 9,mobile,64565.2,Apple,Model E58,8GB,256GB,5000mAh,"Apple OnePlus 9 with 8GB RAM, 256GB storage, and a 5000mAh battery."
132,Realme 8,mobile,246957.2,Xiaomi,Model O19,8GB,256GB,5000mAh,"Xiaomi Realme 8 with 8GB RAM, 256GB storage, and a 5000mAh battery."
133,Realme 8,mobile,56170.8,Xiaomi,Model E4,4GB,64GB,4000mAh,"Xiaomi Realme 8 with 4GB RAM, 64GB storage, and a 4000mAh battery."
134,iPhone 13,mobile,395651.2,Apple,Model G64,6GB,128GB,4500mAh,"Apple iPhone 13 with 6GB RAM, 128GB storage, and a 4500mAh battery."
135,iPhone 13,mobile,47420.8,Samsung,Model I98,4GB,64GB,4000mAh,"Samsung iPhone 13 with 4GB RAM, 64GB storage, and a 4000mAh battery."
136,iPhone 13,mobile,64520.4,Apple,Model J17,6GB,128GB,4500mAh,"Apple iPhone 13 with 6GB RAM, 128GB storage, and a 4500mAh battery."
137,OnePlus 9,mobile,45054.8,OnePlus,Model C52,4GB,64GB,4000mAh,"OnePlus OnePlus 9 with 4GB RAM, 64GB storage, and a 4000mAh battery."
138,Realme 8,mobile,132734.0,Apple,Model R87,6GB,128GB,4500mAh,"Apple Realme 8 with 6GB RAM, 128GB storage, and a 4500mAh battery."
139,Redmi Note 10,mobile,60099.2,Samsung,Model S25,4GB,64GB,4000mAh,"Samsung Redmi Note 10 with 4GB RAM, 64GB storage, and a 4000mAh battery."
140,Galaxy S21,mobile,353953.6,Realme,Model S30,4GB,64GB,4000mAh,"Realme Galaxy S21 with 4GB RAM, 64GB storage, and a 4000mAh battery."
141,Realme 8,mobile,100847.6,Realme,Model A84,4GB,64GB,4000mAh,"Realme Realme 8 with 4GB RAM, 64GB storage, and a 4000mAh battery."
142,Galaxy S21,mobile,408192.4,OnePlus,Model Y25,4GB,64GB,4000mAh,"OnePlus Galaxy S21 with 4GB RAM, 64GB storage, and a 4000mAh battery."
143,Redmi Note 10,mobile,221617.2,Samsung,Model E54,8GB,256GB,5000mAh,"Samsung Redmi Note 10 with 8GB RAM, 256GB storage, and a 5000mAh battery."
144,OnePlus 9,mobile,245742.0,Realme,Model L9,8GB,256GB,5000mAh,"Realme OnePlus 9 with 8GB RAM, 256GB storage, and a 5000mAh battery."
145,OnePlus 9,mobile,360690.4,Samsung,Model G35,8GB,256GB,5000mAh,"Samsung OnePlus 9 with 8GB RAM, 256GB storage, and a 5000mAh battery."
146,Galaxy S21,mobile,205027.2,Apple,Model B31,6GB,128GB,4500mAh,"Apple Galaxy S21 with 6GB RAM, 128GB storage, and a 4500mAh battery."
147,iPhone 13,mobile,393954.4,Realme,Model R7,8GB,256GB,5000mAh,"Realme iPhone 13 with 8GB RAM, 256GB storage, and a 5000mAh battery."
148,Galaxy S21,mobile,322324.8,Apple,Model O7,8GB,256GB,5000mAh,"Apple Galaxy S21 with 8GB RAM, 256GB storage, and a 5000mAh battery."
149,OnePlus 9,mobile,228667.6,Realme,Model W73,8GB,256GB,5000mAh,"Realme OnePlus 9 with 8GB RAM, 256GB storage, and a 5000mAh battery."
150,OnePlus 9,mobile,101642.8,Apple,Model E10,4GB,64GB,4000mAh,"Apple OnePlus 9 with 4GB RAM, 64GB storage, and a 4000mAh battery."



